S.No,numOfRaters,name,language,averageRating
1528,1,"
      Crimă și pedeapsă
",Romanian,4.0
1529,0,"
      جنایت و مکافات
",Persian,0.0
1530,1,"
      Crime et châtiment, volume 1
",French,4.0
1531,0,"
      Brott och straff
",Swedish,0.0
1532,1,"
      Schuld und Sühne
",German,5.0
1533,0,"
      El crimen y  el castigo
",Spanish,0.0
1534,1,"
      Crime and Punishment
",,4.0
1535,1,"
      Crime and Punishment (Harvard Classics, Volume 141)
",English,5.0
1536,0,"
      Delitto e castigo
",Italian,0.0
1537,1,"
      Crime and Punishment - (ANNOTATED) [Unabridged Content] [Critical] [Classics Literary]
",,5.0
1538,0,"
      Crime and Punishment (Annotated)
",,0.0
1539,1,"
      Злочин и казна
",Serbian,5.0
1540,0,"
      Crime and Punishment
",,0.0
1541,0,"
      Преступление и наказание
",Russian,0.0
1542,0,"
      Le Crime Et Le Chatiment
",,0.0
1543,0,"
      Crim i càstig
",,0.0
1544,0,"
      Crimen y castigo
",Spanish,0.0
1545,1,"
      Crime and Punishment
",,5.0
1546,0,"
      Crime and Punishment
",English,0.0
1547,0,"
      Crime et chtiment, version analysée et annotée
",,0.0
1548,0,"
      Forbrytelse og straff
",Norwegian,0.0
1549,2,"
      Crime and Punishment (AmazonClassics Edition)
",,4.0
1550,0,"
      Crime and Punishment
",,0.0
1551,1,"
      Zbrodnia i kara
",Polish,5.0
1552,1,"
      Crime and Punishment
",English,2.0
1553,0,"
      الجريمة والعقاب
",Arabic,0.0
1554,1,"
      ক্রাইম এণ্ড পানিশমেন্ট
",Bengali,4.0
1555,1,"
      Crime and Punishment
",English,3.0
1556,0,"
      Crimen y castigo
",Spanish,0.0
1557,1,"
      Έγκλημα και Τιμωρία
","Greek, Modern (1453-)",5.0
1558,0,"
      Crime and Punishment
",,0.0
1559,0,"
      Crime and Punishment
",English,0.0
1560,1,"
      Преступление и наказание
",Russian,4.0
1561,0,"
      Crime & Punishment
",English,0.0
1562,0,"
      الجريمة والعقاب 2
",Arabic,0.0
1563,25,"
      جنايت و مكافات
",Persian,4.32
1564,1,"
      Bűn és bűnhődés
",Hungarian,3.0
1565,1,"
      Crime and Punishment
",English,4.0
1566,0,"
      Suç ve Ceza
",Turkish,0.0
1567,0,"
      Crime and Punishment
",English,0.0
1568,0,"
      Suç ve Ceza
",Turkish,0.0
1569,1,"
      Crimen y Castigo
",Spanish,5.0
1570,1,"
      Crime and Punishment
",,5.0
1571,0,"
      Crime and Punishment
",English,0.0
1572,0,"
      Crime and Punishment
",English,0.0
1573,0,"
      Crime and Punishment
",,0.0
1574,0,"
      Crime and Punishment
",,0.0
1575,0,"
      Kuritöö ja karistus
",Estonian,0.0
1576,0,"
      Suç ve Ceza
",,0.0
1577,0,"
      Crime and Punishment: Comfortable Classics
",,0.0
1578,0,"
      Delitto e castigo
",Italian,0.0
1579,1,"
      Crime and Punishment (Annotated)
",,4.0
1580,0,"
      Crime and Punishment (Word Cloud Classics)
",,0.0
1581,7,"
      Преступление и наказание
",Russian,4.43
1582,1,"
      Преступление и наказание
",Russian,3.0
1583,1,"
      Crime and Punishment
",English,4.0
1584,0,"
      罪與罰  (經典文學寶庫, #45)
",Chinese,0.0
1585,1,"
      Zločin i Kazna
",Croatian,4.0
1586,0,"
      Преступление и наказание
",Russian,0.0
1587,0,"
      Delitto e castigo
",Italian,0.0
1588,4,"
      Crime and Punishment
",,4.25
1589,1,"
      Crime and Punishment
",,5.0
1590,0,"
      Verbrechen und Strafe: Roman (Fischer Klassik Plus)
",German,0.0
1591,1,"
      Delitto e castigo
",Italian,4.0
1592,0,"
      Crime and Punishment
",,0.0
1593,0,"
      Crime and Punishment: By Fyodor Dostoyevsky - Illustrated
",,0.0
1594,1,"
      Crime and Punishment
",,4.0
1595,1,"
      Zločin i kazna
",Serbian,5.0
1596,0,"
      Crime and Punishment
",English,0.0
1597,0,"
      Crime e Castigo
",Portuguese,0.0
1598,0,"
      Преступление и наказание
",Russian,0.0
1599,0,"
      Crime and Punishment
",,0.0
1600,0,"
      Crime and Punishment
",English,0.0
1601,0,"
      Crimen y castigo: Adaptación a teatro
",,0.0
1602,1,"
      Έγκλημα και Τιμωρία
","Greek, Modern (1453-)",5.0
1603,0,"
      Krim dhe ndëshkim
",Albanian,0.0
1604,1,"
      Crimen y castigo
",Spanish,5.0
1605,0,"
      El Crimen y El Castigo (Classic Reprint)
",,0.0
1606,0,"
      CRIME AND PUNISHMENT ANNOTATED (Classics Series)
",,0.0
1607,1,"
      Verbrechen und Strafe
",German,4.0
1608,0,"
      Crime and Punishment (illustrated) Gold Edition
",,0.0
1609,1,"
      Crime and Punishment
",,3.0
1610,0,"
      Crime and Punishment
",,0.0
1611,0,"
      Crimen y Castigo
",,0.0
1612,1,"
      Zbrodnia i kara
",Polish,5.0
1613,0,"
      Crime and Punishment
",,0.0
1614,0,"
      Crime and Punishment
",English,0.0
1615,0,"
      Tội Ác Và Trừng Phạt
",Vietnamese,0.0
1616,0,"
      Rodion Raskolnikoff. Schuld und Sühne.
",German,0.0
1617,0,"
      Crime and Punishment
",,0.0
1618,1,"
      Schuld en boete
",Dutch,5.0
1619,1,"
      Crime and Punishment
",English,3.0
1620,0,"
      Crime and Punishment
",,0.0
1621,1,"
      Tội Ác Và Trừng Phạt
",Vietnamese,4.0
1622,1,"
      Cinayət və Cəza
",Azerbaijani,5.0
1623,1,"
      Crime and Punishment (illustrated)
",,5.0
1624,0,"
      Crime et Chàtiment (Français Russe édition bilingue illustré): Преступление и наказание (французская русская двуязычная редакция иллюстрированная)
",English,0.0
1625,0,"
      Crime and Punishment: By Fyodor Dostoyevsky & Illustrated
",English,0.0
1626,1,"
      Crime and Punishment
",,5.0
1627,0,"
      Έγκλημα και Τιμωρία
","Greek, Modern (1453-)",0.0
1628,1,"
      Crima si pedeapsa
",Romanian,5.0
1629,0,"
      Crimen y Castigo
",Spanish,0.0
1630,0,"
      Crime and Punishment
",,0.0
1631,0,"
      Crime and Punishment
",,0.0
1632,1,"
      الجريمة والعقاب
",Arabic,5.0
1633,1,"
      Crime and Punishment (Annotated)
",English,5.0
1634,1,"
      Crime and Punishment
",English,2.0
1635,1,"
      Злостор и казна
",Macedonian,5.0
1636,1,"
      Crime Et Chatiment
",,5.0
1637,0,"
      Crime and Punishment
",,0.0
1638,0,"
      Crime and Punishment
",,0.0
1639,0,"
      Crimen y Castigo
",,0.0
1640,1,"
      Zločin i kazna 1-2
",Serbian,5.0
1641,1,"
      Zločin i kazna 1-3
",Serbian,5.0
1642,0,"
      Crimen Y Castigo
",,0.0
1643,0,"
      Crime and Punishment
",,0.0
1644,1,"
      Crimen Y Castigo
",,3.0
1645,1,"
      Delitto e castigo
",Italian,5.0
1646,1,"
      Crime and Punishment
",English,3.0
1647,0,"
      Crime and Punishment: By Fyodor Dostoyevsky - Illustrated And Unabridged
",English,0.0
1648,19,"
      Crime and Punishment
",,4.26
1649,1,"
      Zločin a trest
",Czech,5.0
1650,0,"
      Crime and Punishment
",English,0.0
1651,1,"
      Zločin i kazna
",Croatian,5.0
1652,1,"
      Crime and Punishment (150 Year Anniversary Edition) (1000 Copy Limited Edition)
",,4.0
1653,0,"
      Schuld und Sühne (Illustriert)
",English,0.0
1654,1,"
      Crimen Y Castigo
",,5.0
1655,13,"
      Crime and Punishment
",English,4.38
1656,0,"
      Crime and Punishment
",,0.0
1657,0,"
      Crimă și pedeapsă
",Romanian,0.0
1658,1,"
      Schuld und Sühne: Vollständige Ausgabe
",English,4.0
1659,109,"
      Crime and Punishment
",English,4.24
1660,1,"
      Crimen Y Castigo
",,5.0
1661,1,"
      Преступление и наказание
",Russian,1.0
1662,0,"
      Crime and Punishment
",,0.0
1663,1,"
      Brott och straff
",Swedish,5.0
1664,1,"
      Crimen y Castigo
",,4.0
1665,0,"
      Crimen y Castigo
",,0.0
1666,0,"
      Crime and Punishment
",English,0.0
1667,0,"
      Crimen y Castigo
",,0.0
1668,0,"
      The Crime and Punishment Companion: With Book and Study Guide (Annotated)
",English,0.0
1669,1,"
      Crimă și pedeapsă
",Romanian,5.0
1670,0,"
      Crime and Punishment
",English,0.0
1671,1,"
      Crime and Punishment
",English,4.0
1672,1,"
      Zbrodnia i kara
",Polish,5.0
1673,1,"
      Zločin i kazna
",Croatian,3.0
1674,1,"
      Crimen y castigo
",Spanish,5.0
1675,1,"
      Crime e castigo
",Galician,3.0
1676,0,"
      Έγκλημα και τιμωρία
","Greek, Modern (1453-)",0.0
1677,1,"
      Rikos ja rangaistus
",Finnish,4.0
1678,1,"
      Rikos ja rangaistus
",Finnish,3.0
1679,1,"
      Misdaad en straf
",,5.0
1680,1,"
      Delitto e Castigo
",Italian,4.0
1681,4,"
      Crime e Castigo (vol. I e II)
",Portuguese,4.0
1682,2,"
      Crime and Punishment
",English,4.0
1683,0,"
      Crime and Punishment [Large Print Edition]: The Complete & Unabridged Classic Edition
",English,0.0
1684,1,"
      Преступление и наказание
",Russian,2.0
1685,1,"
      Crimă și Pedeapsă
",Romanian,5.0
1686,1,"
      Crime and Punishment
",English,3.0
1687,1,"
      Kuritöö ja karistus
",Estonian,4.0
1688,0,"
      Преступление и наказание
",English,0.0
1689,1,"
      Crimen y Castigo
",Spanish,5.0
1690,0,"
      Delitto e castigo
",Italian,0.0
1691,1,"
      Crimen y castigo
",Spanish,5.0
1692,0,"
      Crimă şi pedeapsă
",Romanian,0.0
1693,0,"
      Schuld en boete
",Dutch,0.0
1694,15,"
      Zločin a trest (Czech edition with illustrations)
",Czech,4.47
1695,2,"
      Преступление и наказание
",Russian,4.5
1696,0,"
      Crime and Punishment (Enriched Classics)
",English,0.0
1697,1,"
      Crime and Punishment
",English,3.0
1698,0,"
      Crime and Punishment
",,0.0
1699,0,"
      죄와 벌
",Korean,0.0
1700,0,"
      Crime and Punishment Revised Translation By Princess Alexandra Kropotkin
",English,0.0
1701,1,"
      Schuld und Sühne (German edition with illustrations)
",English,3.0
1702,7,"
      Crime et Châtiment
",French,4.43
1703,1,"
      Tội ác và trừng phạt
",Vietnamese,5.0
1704,0,"
      Forbrydelse og straf
",Danish,0.0
1705,0,"
      Crime and Punishment
",Russian,0.0
1706,1,"
      Crime and Punishment
",English,5.0
1707,0,"
      Crime and Punishment
",,0.0
1708,1,"
      Crime and Punishment
",,3.0
1709,0,"
      Crime and Punishment
",English,0.0
1710,1,"
      Crime and Punishment (Crime & Punishment)
",English,1.0
1711,0,"
      Crime and Punishment
",,0.0
1712,1,"
      Crime and Punishment
",English,4.0
1713,1,"
      Crime and Punishment
",English,5.0
1714,1,"
      Crime and Punishment
",English,4.0
1715,1,"
      Delitto e castigo
",Italian,5.0
1716,0,"
      Crime and Punishment
",,0.0
1717,0,"
      Fyodor Dostoyevsky: Crime and Punishment
",,0.0
1718,1,"
      Crime and Punishment
",English,5.0
1719,1,"
      Schuld und Sühne  - Vollständige Ausgabe, speziell für digitale Lesegeräte
",German,4.0
1720,1,"
      Delitto e castigo
",Italian,5.0
1721,1,"
      Kuritöö ja karistus
",Estonian,4.0
1722,0,"
      Crime and Punishment
",English,0.0
1723,0,"
      Crime and Punishment
",,0.0
1724,0,"
      Crime Et Le Cha[timent, Traduit Du Russe (A0/00d.1884)
",,0.0
1725,1,"
      Delitto e castigo
",Italian,5.0
1726,0,"
      החטא ועונשו
",Hebrew,0.0
1727,1,"
      Crimen y Castigo
",Spanish,5.0
1728,0,"
      Crime and Punishment
",English,0.0
1729,1,"
      Crime And Punishment
",,3.0
1730,0,"
      Schuld und Sühne
",German,0.0
1731,0,"
      Crime and Punishment
",English,0.0
1732,1,"
      Crime and Punishment
",Polish,5.0
1733,1,"
      Crime and Punishment
",,4.0
1734,0,"
      Crime and Punishment  (Annotated with Criticisms and Interpretations)
",English,0.0
1735,1,"
      Crime and Punishment
",English,5.0
1736,1,"
      Crimen y castigo
",Spanish,3.0
1737,1,"
      Crime and Punishment
",Spanish,5.0
1738,1,"
      Crime and Punishment
",,4.0
1739,1,"
      Crimen y Castigo: Coleccion de Clasicos de La Literatura Rusa ""Carrascalejo de La Jara""
",,5.0
1740,0,"
      Crime and Punishment
",,0.0
1741,0,"
      Crime and Punishment
",,0.0
1742,0,"
      Crime and Punishment
",,0.0
1743,1,"
      Delitto e castigo
",Italian,3.0
1744,0,"
      Crime and Punishment
",English,0.0
1745,0,"
      Crime and Punishment
",,0.0
1746,0,"
      Crime and Punishment 
",English,0.0
1747,1,"
      Crime and Punishment
",English,5.0
1748,1,"
      Crime and Punishment 
",,4.0
1749,0,"
      Crimen y castigo
",Spanish,0.0
1750,62,"
      Crime and Punishment 
",English,3.71
1751,1,"
      Crime and Punishment 
",English,5.0
1752,1,"
      Crime e Castigo
",,5.0
1753,1,"
      Crimen y castigo
",,4.0
1754,1,"
      Crime and Punishment 
",English,5.0
1755,1,"
      Crime and Punishment
",,5.0
1756,1,"
      Crime and Punishment (Full Version)
",,5.0
1757,1,"
      Crime and Punishment 
",,5.0
1758,1,"
      Crime and Punishment 
",,2.0
1759,0,"
      Crime and Punishment by Dostoyevsky, Fyodor, 1821-1881
",,0.0
1760,0,"
      Crime and Punishment 
",,0.0
1761,0,"
      Crime and Punishment
",,0.0
1762,0,"
      Crime and Punishment 
",,0.0
1763,0,"
      Crime and Punishment 
",,0.0
1764,1,"
      Crime and Punishment
",English,4.0
1765,1,"
      Crime and Punishment 
",English,3.0
1766,1,"
      Crime and Punishment
",English,4.0
1767,0,"
      Crime and Punishment 
",English,0.0
1768,1,"
      Crime and Punishment 
",English,4.0
1769,1,"
      Crime and Punishment
",English,4.0
1770,0,"
      Raskolnikow
",German,0.0
1771,0,"
      Crime and Punishment
",English,0.0
1772,0,"
      Crime and Punishment 
",,0.0
1773,1,"
      Crime and Punishment 
",,4.0
1774,0,"
      Crime and Punishment 
",,0.0
1775,0,"
      Crime and Punishment [Easyread Edition]
",English,0.0
1776,1,"
      Crime and Punishment 
",,5.0
1777,0,"
      Crime and punishment
",,0.0
1778,1,"
      Crime and Punishment 
",,3.0
1779,1,"
      Crime and Punishment
",English,2.0
1780,1,"
      죄와 벌(상)
",Korean,5.0
1781,1,"
      Crime and Punishment
",English,5.0
1782,0,"
      Crime and Punishment
",English,0.0
1783,1,"
      Crime and Punishment
",English,3.0
1784,0,"
      Crime and Punishment 
",,0.0
1785,1,"
      Crime and Punishment 
",,2.0
1786,1,"
      Crime and Punishment 
",,3.0
1787,0,"
      Crime and Punishment (1917)
",English,0.0
1788,0,"
      Verbrechen Und Strafe: Roman
",German,0.0
1789,1,"
      Crimen y castigo
",Spanish,4.0
1790,1,"
      Crimen y castigo
",Spanish,4.0
1791,0,"
      Crime and Punishment
",English,0.0
1792,1,"
      Crime and Punishment
",English,2.0
1793,1,"
      Crime and Punishment
",English,4.0
1794,1,"
      Verbrechen Und Strafe
",,4.0
1795,1,"
      Crime and Punishment
",English,4.0
1796,1,"
      Crime and Punishment
",English,4.0
1797,0,"
      Crimen Y Castigo/Crime And Punishment (Coleccion Clasicos De La Literatura Rusa Carrascalejo De La Jara)
",,0.0
1798,1,"
      Crime and Punishment
",English,4.0
1799,1,"
      Crime and Punishment
",English,5.0
1800,3,"
      Crime and Punishment
",English,4.33
1801,0,"
      Crime and Punishment
",,0.0
1802,1,"
      Tsumi To Batsu
",Japanese,3.0
1803,1,"
      Crime and Punishment
",English,5.0
1804,2126,"
      Crime and Punishment
",English,4.12
1805,0,"
      Crime and Punishment
",English,0.0
1806,1,"
      Rodion Raskolnikoff. Schuld und Sühne.
",,4.0
1807,1,"
      Schuld Und Sühne: (Rodion Raskolnikow)
",,3.0
1808,1,"
      Crimen y castigo (Crime and Punishment)
",English,5.0
1809,0,"
      Crime and Punishment
",English,0.0
1810,0,"
      Crime and Punishment
",,0.0
1811,0,"
      Crime and Punishment
",,0.0
1812,0,"
      Schuld und Sühne. Roman in sechs Teilen mit einem Epilog
",German,0.0
1813,0,"
      Crime and Punishment
",,0.0
1814,0,"
      Crime and Punishment (Illustrated)
",,0.0
1815,0,"
      Crime and Punishment
",,0.0
1816,0,"
      Crime and Punishment (annotated)
",,0.0
1817,0,"
      Suc ve Ceza
",,0.0
1818,0,"
      Noziegums un sods
",Latvian,0.0
1819,0,"
      Crime and Punishment (Annotated)
",,0.0
1820,0,"
      Zločin a trest
",Slovak,0.0
1821,0,"
      Crime and Punishment translated
",,0.0
1822,0,"
      Crime and Punishment (translated): Prestuplenie i nakazanie. English
",,0.0
1823,0,"
      Crime and Punishment
",English,0.0
1824,0,"
      Crime and Punishment
",,0.0
1825,0,"
      الجريمة والعقاب
",Arabic,0.0
1826,0,"
      Crime and Punishment
",,0.0
1827,0,"
      Crime and Punishment
",,0.0
1828,0,"
      Crime and Punishment
",Spanish,0.0
1829,0,"
      Crime and Punishment
",,0.0
1830,0,"
      Crime and Punishment(translated)
",,0.0
1831,0,"
      Crime And Punishment
",,0.0
1832,0,"
      Delitto e castigo
",Italian,0.0
1833,0,"
      Crime and Punishment
",,0.0
1834,0,"
      Crime and Punishment Annotated: Special Edition (FD)
",,0.0
1835,0,"
      Crimen y Castigo [Crime and Punishment]
",Spanish,0.0
1836,0,"
      Suc ve Ceza
",,0.0
1837,0,"
      Crime and Punishment
",,0.0
1838,0,"
      Crime and Punishment
",,0.0
1839,0,"
      Crimen y castigo
",,0.0
1840,0,"
      Crime and Punishment
",,0.0
1841,0,"
      Crime And Punishment: Bilingual edition: Russian-English
",,0.0
1842,0,"
      Crime and Punishment (Food For Thought)
",,0.0
1843,0,"
      Crime and Punishment
",,0.0
1844,0,"
      Crime and Punishment
",,0.0
1845,0,"
      Crime and Punishment
",,0.0
1846,0,"
      Crime and Punishment: Large Print
",,0.0
1847,0,"
      Crime and Punishment
",,0.0
1848,0,"
      Crime and Punishment
",English,0.0
1849,0,"
      Crime and Punishment: Large Print
",,0.0
1850,0,"
      Crime and Punishment
",,0.0
1851,0,"
      Crime and Punishment: “I say let the world go to hell, but I should always have my tea”
",,0.0
1852,0,"
      Crime and Punishment - Fyodor Dostoyevsky (ANNOTATED) (Unabridged Content of Old Version)
",,0.0
1853,0,"
      Crime and Punishment
",,0.0
1854,0,"
      罪与罚 (外国文学名著名译化境文库)
",,0.0
1855,0,"
      Crime and Punishment
",,0.0
1856,0,"
      罪与罚 (企鹅经典)
",Chinese,0.0
1857,0,"
      Crime and Punishment: Large Print
",,0.0
1858,0,"
      Crime and Punishment (annotated)
",,0.0
1859,0,"
      Crime and Punishment (Classical Books)
",,0.0
1860,0,"
      Crime and Punishment
",,0.0
1861,0,"
      Crime and Punishment
",,0.0
1862,0,"
      Crime and Punishment
",,0.0
1863,0,"
      Crime and Punishment (Illustrated)
",,0.0
1864,0,"
      Crime and punishment: Bilingual Edition (English - Russian) PART IV - VI
",,0.0
1865,0,"
      Crime and Punishment
",,0.0
1866,0,"
      Crime and Punishment
",,0.0
1867,0,"
      Crime and Punishment
",,0.0
1868,0,"
      Crime and Punishment
",,0.0
1869,0,"
      Crime and Punishment
",Spanish,0.0
1870,0,"
      Crime and Punishment (With Preface) (Phoenix Classics)
",,0.0
1871,0,"
      Crime and Punishment: A Novel by Fyodor Dostoyevsky
",,0.0
1872,0,"
      Crime and Punishment: Russian Language Edition (World Classics)
",,0.0
1873,0,"
      Crime and Punishment: Large Print
",,0.0
1874,0,"
      Crime and Punishment
",,0.0
1875,0,"
      Crime and Punishment
",English,0.0
1876,0,"
      Crimen y castigo
",Spanish,0.0
1877,0,"
      Crime and Punishment
",,0.0
1878,0,"
      Crime And Punishment
",,0.0
1879,0,"
      الجريمة والعقاب
",Arabic,0.0
1880,0,"
      الجريمة والعقاب
",Arabic,0.0
1881,0,"
      الجريمة والعقاب
",Arabic,0.0
1882,0,"
      Suc ve Ceza
",,0.0
1883,0,"
      Interpretations: Crime and Punishment
",,0.0
1884,0,"
      Crime and Punishment
",,0.0
1885,0,"
      Crime and Punishment
",,0.0
1886,0,"
      Crime and Punishment (illustrated) Deluxe Edition
",,0.0
1887,0,"
      Crime and Punishment
",English,0.0
1888,0,"
      Crime and Punishment
",,0.0
1889,0,"
      Crime and Punishment
",,0.0
1890,0,"
      Crimen y Castigo
",,0.0
1891,0,"
      Raskolnikov
",Norwegian,0.0
1892,0,"
      Crimen y castigo
",,0.0
1893,0,"
      Crime And Punishment
",,0.0
1894,0,"
      Crime and Punishment by Fyodor Dostoyevsky: Prestuplenie i nakazanie. English
",,0.0
1895,0,"
      Crimen y castigo
",,0.0
1896,0,"
      Crime and Punishment
",,0.0
1897,0,"
      Crime and Punishment
",,0.0
1898,0,"
      Crime and Punishment
",,0.0
1899,0,"
      Crime and Punishment
",,0.0
1900,0,"
      罪与罚
",,0.0
1901,0,"
      Crime & Punishment
",,0.0
1902,0,"
      Crime and Punishment
",,0.0
1903,0,"
      Crime and Punishment: By Fyodor Dostoyevsky - Illustrated
",,0.0
1904,0,"
      Crime and Punishment
",English,0.0
1905,0,"
      Crime and Punishment
",,0.0
1906,0,"
      Crime and Punishment
",,0.0
1907,0,"
      Гэмт хэрэг ба ял шийтгэл
",Mongolian,0.0
1908,0,"
      Crime and Punishment
",,0.0
1909,0,"
      Crime and Punishment (Large Print)
",,0.0
1910,0,"
      Crime and Punishment
",,0.0
1911,0,"
      Crime and Punishment
",,0.0
1912,0,"
      Гэмт хэрэг ба ял шийтгэл
",Mongolian,0.0
1913,0,"
      Crime and Punishment
",,0.0
1914,0,"
      Crime and Punishment
",,0.0
1915,0,"
      Crime and Punishment
",English,0.0
1916,0,"
      Crime and Punishment
",English,0.0
1917,0,"
      Crime And Punishment
",English,0.0
1918,0,"
      Crime and Punishment
",,0.0
1919,0,"
      Crime and Punishment
",English,0.0
1920,0,"
      Crime and Punishment
",English,0.0
1921,0,"
      Crime and Punishment: With selected excerpts from the Notebooks for Crime and Punishment (Wordsworth Classics)
",,0.0
1922,0,"
      Crime et Châtiment
",French,0.0
1923,0,"
      Crimen y castigo
",,0.0
1924,0,"
      Crime and Punishment
",,0.0
1925,0,"
      Crime and Punishment
",,0.0
1926,0,"
      Crimen y Castigo
",,0.0
1927,0,"
      Crime and Punishment: Large Print
",,0.0
1928,0,"
      Crime And Punishment: (Illustrated)
",,0.0
1929,0,"
      Crime and Punishment: By Fyodor Dostoyevsky - Illustrated
",,0.0
1930,0,"
      Crime and Punishment
",,0.0
1931,0,"
      Crimen y Castigo
",Spanish,0.0
1932,0,"
      Crime and Punishment (illustrated) Supreme Edition
",,0.0
1933,0,"
      Crime and Punishment
",English,0.0
1934,0,"
      Crime and Punishment
",,0.0
1935,0,"
      Crime and Punishment
",,0.0
1936,0,"
      Crime and Punishment [Vintage International] (Annotated)
",,0.0
1937,0,"
      Crime And Punishment (Illustrated)
",,0.0
1938,0,"
      Crime And Punishment: (Illustrated)
",,0.0
1939,0,"
      Crimen y Castigo
",Spanish,0.0
1940,0,"
      Crimen y Castigo
",Spanish,0.0
1941,0,"
      Crime and Punishment
",,0.0
1942,0,"
      Crime and Punishment
",,0.0
1943,0,"
      Crime and Punishment
",,0.0
1944,0,"
      Crime and Punishment
",,0.0
1945,0,"
      Crime and Punishment: Freedomread Classic Book
",,0.0
1946,0,"
      Crime and Punishment
",,0.0
1947,0,"
      Crime and Punishment
",,0.0
1948,0,"
      Crime and Punishment
",,0.0
1949,0,"
      Crime and Punishment
",,0.0
1950,0,"
      Crime and Punishment
",,0.0
1951,0,"
      Crime and Punishment
",,0.0
1952,0,"
      Crime and Punishment
",,0.0
1953,0,"
      الجريمة والعقاب
",Arabic,0.0
1954,0,"
      Crime and Punishment [Norton critical edition] (Annotated)
",,0.0
1955,0,"
      Crimen y Castigo
",Spanish,0.0
1956,0,"
      الجريمة والعقاب
",Arabic,0.0
1957,0,"
      Verbrechen und Strafe (Deutsch Französisch Ausgabe illustriert): Crime et Chàtiment (Allemand Français édition illustré)
",,0.0
1958,0,"
      Crime and Punishment
",,0.0
1959,0,"
      Crime and Punishment [Illustrated]
",,0.0
1960,0,"
      Злочин і кара
",Ukrainian,0.0
1961,0,"
      Crime and Punishment
",,0.0
1962,0,"
      Crime and Punishment (Illustrated)
",,0.0
1963,0,"
      Crime and Punishment
",,0.0
1964,0,"
      Crime and Punishment
",,0.0
1965,0,"
      Crime and Punishment (Annotated)
",,0.0
1966,0,"
      Crime and Punishment
",,0.0
1967,0,"
      Crime and Punishment: With Introduction & Analysis
",,0.0
1968,0,"
      Crime and Punishment
",,0.0
1969,0,"
      Crime and Punishment (English German Edition illustrated): Verbrechen und Strafe (Englisch Deutsch Ausgabe illustriert)
",,0.0
1970,0,"
      Suç ve Ceza
",Turkish,0.0
1971,0,"
      Crime and Punishment
",,0.0
1972,0,"
      Преступление и наказание
",Russian,0.0
1973,0,"
      Crime and Punishment
",,0.0
1974,0,"
      Crime and Punishment
",,0.0
1975,0,"
      Crime and Punishment
",,0.0
1976,0,"
      Crime and Punishment
",,0.0
1977,0,"
      Crime et Châtiment
",,0.0
1978,0,"
      罪与罚
",,0.0
1979,0,"
      Crime and Punishment
",,0.0
1980,0,"
      Crime and Punishment
",,0.0
1981,0,"
      罪与罚
",,0.0
1982,0,"
      Crime and Punishment: The Original Classics - Illustrated
",,0.0
1983,0,"
      Έγκλημα και Τιμωρία
",,0.0
1984,0,"
      Crime and Punishment
",,0.0
1985,0,"
      Crime and Punishment (Special Edition)
",,0.0
1986,0,"
      Crime and Punishment (Special Edition)
",,0.0
1987,0,"
      Crime and Punishment
",,0.0
1988,0,"
      Crime and Punishment (Bantam Classics)
",,0.0
1989,0,"
      Crime and Punishment (English Russian bilingual illustrated edition): Преступление и наказание (английская русская двуязычная редакция иллюстрированная)
",,0.0
1990,0,"
      Crime and Punishment
",,0.0
1991,0,"
      Crime and Punishment
",,0.0
1992,0,"
      Crime and Punishment
",,0.0
1993,0,"
      Crime and Punishment
",,0.0
1994,0,"
      Crime and Punishment
",,0.0
1995,0,"
      Crime and Punishment: By Fyodor Dostoyevsky : Illustrated & Unabridged
",,0.0
1996,0,"
      Crime and Punishment
",,0.0
1997,0,"
      Crimen y Castigo
",,0.0
1998,0,"
      Crime and Punishment
",,0.0
1999,0,"
      Crime and Punishment (English French bilingual illustrated edition): Crime et Chàtiment (Anglais Français édition bilingue illustré)
",,0.0
2000,0,"
      Balasan Dosa
",Malay,0.0
2001,0,"
      Crimen Y Castigo
",,0.0
2002,0,"
      schuld en boete
",,0.0
2003,0,"
      Crime and Punishment (Illustrated) + Free Audiobook - Jeana Classics
",,0.0
2004,0,"
      Crime and Punishment
",,0.0
2005,0,"
      schuld en boete
",,0.0
2006,0,"
      Delitto e castigo
",Italian,0.0
2007,0,"
      Crime and Punishment
",,0.0
2008,0,"
      Crime and punishment
",English,0.0
2009,1,"
      Suç ve Ceza
",Turkish,5.0
2010,0,"
      Crime and Punishment: By Crime and Punishment: Illustrated
",English,0.0
2011,0,"
      Crime and Punishment
",English,0.0
2012,0,"
      Crime and Punishment
",English,0.0
2013,0,"
      Crime and Punishment
",English,0.0
2014,0,"
      Fyodor Dostoyevsky's Crime and Punishment (Talking Classics)
",English,0.0
2015,0,"
      Crime and Punishment: By Fyodor Dostoyevsky & Illustrated
",,0.0
2016,0,"
      Crimen y Castigo
",Spanish,0.0
2017,0,"
      Crime and Punishment
",,0.0
2018,0,"
      Crime and Punishment (NHB Modern Plays): Stage Version
",English,0.0
2019,0,"
      החטא ועונשו
",Hebrew,0.0
2020,0,"
      Crime and Punishment
",English,0.0
2021,0,"
      Crime and Punishment
",,0.0
2022,0,"
      Crime and Punishment
",,0.0
2023,0,"
      Crime and Punishment
",,0.0
2024,0,"
      الجريمة والعقاب
",Arabic,0.0
2025,0,"
      Crime and Punishment
",,0.0
2026,0,"
      Crime and Punishment
",,0.0
